inchi,inchikey,smiles_rea,smiles_pro,RGT,SOL,CAT,ylds,PN,reference,DOI
"InChI=1S/C15H14ClN3O3/c1-9-11(16)6-4-7-12(9)17-15(22)19-18-14(21)10-5-2-3-8-13(10)20/h2-8,20H,1H3,(H,18,21)(H2,17,19,22)",NFYNQQOYGWSIKY-UHFFFAOYSA-N,Cc1c(Cl)cccc1N=C(O)NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14ClN3O4/c1-23-13-8-9(16)6-7-11(13)17-15(22)19-18-14(21)10-4-2-3-5-12(10)20/h2-8,20H,1H3,(H,18,21)(H2,17,19,22)",IXGJPONIHKTZFB-UHFFFAOYSA-N,COc1cc(Cl)ccc1N=C(O)NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H15NO/c1-3-8-12-9(2)10-6-4-5-7-11(10)13/h4-7,13H,3,8H2,1-2H3",YVFXJXHNKBAXQW-UHFFFAOYSA-N,CCCN=C(C)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C20H14ClNO2/c21-16-10-11-18(22-13-15-8-4-5-9-19(15)23)17(12-16)20(24)14-6-2-1-3-7-14/h1-13,23H",OWKKOKBURZUIED-UHFFFAOYSA-N,O=C(c1ccccc1)c1cc(Cl)ccc1N=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H13NO2/c1-11(17)12-6-8-14(9-7-12)16-10-13-4-2-3-5-15(13)18/h2-10,18H,1H3",NMHNMJLIXGLSFY-UHFFFAOYSA-N,CC(=O)c1ccc(N=Cc2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H29NO/c1-3-4-5-6-7-8-9-12-15-19-16(2)17-13-10-11-14-18(17)20/h10-11,13-14,20H,3-9,12,15H2,1-2H3",YXKAKQPLJOTGFE-UHFFFAOYSA-N,CCCCCCCCCCN=C(C)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H19NO/c1-11(13-9-5-6-10-14(13)16)15-12-7-3-2-4-8-12/h5-6,9-10,12,16H,2-4,7-8H2,1H3",ZCCKPCBSASQBNL-UHFFFAOYSA-N,CC(=NC1CCCCC1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H16N2O3/c1-18(2)13-6-3-11(4-7-13)10-17-12-5-8-14(16(20)21)15(19)9-12/h3-10,19H,1-2H3,(H,20,21)",ODFBNHLCJVNOEF-UHFFFAOYSA-N,CN(C)c1ccc(C=Nc2ccc(C(=O)O)c(O)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H20N2O3/c1-3-20(4-2)15-8-5-13(6-9-15)12-19-14-7-10-16(18(22)23)17(21)11-14/h5-12,21H,3-4H2,1-2H3,(H,22,23)",HQOYYEVJZFIXHT-UHFFFAOYSA-N,CCN(CC)c1ccc(C=Nc2ccc(C(=O)O)c(O)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H25NO2/c1-2-3-4-5-6-7-8-12-16(19)17-14-10-9-11-15(18)13-14/h9-11,13,18H,2-8,12H2,1H3,(H,17,19)",NEZYHLUQQZFZNX-UHFFFAOYSA-N,CCCCCCCCCC(O)=Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15NO/c17-15-9-5-4-8-14(15)12-16-11-10-13-6-2-1-3-7-13/h1-9,12,17H,10-11H2",HORAMVMANLMBSW-UHFFFAOYSA-N,Oc1ccccc1C=NCCc1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H13NO2/c1-11(17)12-6-4-7-14(9-12)16-10-13-5-2-3-8-15(13)18/h2-10,18H,1H3",JFQORNWAPCFEIV-UHFFFAOYSA-N,CC(=O)c1cccc(N=Cc2ccccc2O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H28N2O3/c1-3-4-5-6-7-8-9-10-18(22)20-19-14-15-11-12-16(21)17(13-15)23-2/h11-14,21H,3-10H2,1-2H3,(H,20,22)",GOYPWBFJKDEXHL-UHFFFAOYSA-N,CCCCCCCCCC(O)=NN=Cc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H18N2O3/c24-19-14-8-7-9-16(19)15-22-23-20(25)21(26,17-10-3-1-4-11-17)18-12-5-2-6-13-18/h1-15,24,26H,(H,23,25)",GOCSMIDSQQKMKO-UHFFFAOYSA-N,OC(=NN=Cc1ccccc1O)C(O)(c1ccccc1)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11NOS/c15-12-7-3-1-5-10(12)9-14-11-6-2-4-8-13(11)16/h1-9,15-16H",RCDKQPLQNRHCGH-UHFFFAOYSA-N,Oc1ccccc1C=Nc1ccccc1S,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H9NO3S/c14-11-6-8(3-4-10(11)12(15)16)13-7-9-2-1-5-17-9/h1-7,14H,(H,15,16)",IRKDYMSWCNSRHN-UHFFFAOYSA-N,O=C(O)c1ccc(N=Cc2cccs2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H10ClNO3/c15-10-3-1-9(2-4-10)8-16-11-5-6-12(14(18)19)13(17)7-11/h1-8,17H,(H,18,19)",MKNRKSXUKZWOCC-UHFFFAOYSA-N,O=C(O)c1ccc(N=Cc2ccc(Cl)cc2)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H13NO3/c1-10-2-4-11(5-3-10)9-16-12-6-7-13(15(18)19)14(17)8-12/h2-9,17H,1H3,(H,18,19)",JKSDUQLAPPRUFO-UHFFFAOYSA-N,Cc1ccc(C=Nc2ccc(C(=O)O)c(O)c2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11NO2S2/c15-10-4-2-1-3-8(10)7-11-12(16)14(9-5-6-9)13(17)18-11/h1-4,7,9,15H,5-6H2",HHRAYWOPISCVDU-UHFFFAOYSA-N,O=C1C(=Cc2ccccc2O)SC(=S)N1C1CC1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H14N2O2/c1-11(18)17-14-8-6-13(7-9-14)16-10-12-4-2-3-5-15(12)19/h2-10,19H,1H3,(H,17,18)",OKBVVJYMRKKEKE-UHFFFAOYSA-N,CC(O)=Nc1ccc(N=Cc2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H18N4O5/c1-24-14-7-11(4-5-13(14)21)8-19-20-15(22)10-18-16(23)17-9-12-3-2-6-25-12/h2-8,21H,9-10H2,1H3,(H,20,22)(H2,17,18,23)",VUPGGNLIOAHKPI-UHFFFAOYSA-N,COc1cc(C=NN=C(O)CNC(O)=NCc2ccco2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13N3OS/c18-13-9-5-4-6-11(13)10-15-17-14(19)16-12-7-2-1-3-8-12/h1-10,18H,(H2,16,17,19)",BKJAPBJJTOJXEZ-UHFFFAOYSA-N,Oc1ccccc1C=NNC(S)=Nc1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15N3O3S/c1-22-11-8-6-10(7-9-11)16-15(21)18-17-14(20)12-4-2-3-5-13(12)19/h2-9,19H,1H3,(H,17,20)(H2,16,18,21)",PJJHAQLNUYOUEK-UHFFFAOYSA-N,CSc1ccc(NC(O)=NN=C(O)c2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C16H17N3O3/c1-10-6-5-7-11(2)14(10)17-16(22)19-18-15(21)12-8-3-4-9-13(12)20/h3-9,20H,1-2H3,(H,18,21)(H2,17,19,22)",SJJQPJFTFHEWAU-UHFFFAOYSA-N,Cc1cccc(C)c1N=C(O)NN=C(O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H19N3O6/c1-24-13-8-10(9-14(25-2)15(13)26-3)18-17(23)20-19-16(22)11-6-4-5-7-12(11)21/h4-9,21H,1-3H3,(H,19,22)(H2,18,20,23)",JGTGURAFZRHBBN-UHFFFAOYSA-N,COc1cc(N=C(O)NN=C(O)c2ccccc2O)cc(OC)c1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H16N2O/c22-19-9-5-4-6-15(19)14-20-16-10-12-18(13-11-16)21-17-7-2-1-3-8-17/h1-14,21-22H",HUAVUSOCXGZAQJ-UHFFFAOYSA-N,Oc1ccccc1C=Nc1ccc(Nc2ccccc2)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H16N4O4/c20-13-6-2-1-4-11(13)8-18-19-14(21)10-17-15(22)16-9-12-5-3-7-23-12/h1-8,20H,9-10H2,(H,19,21)(H2,16,17,22)",DTKPNJZJSVEINZ-UHFFFAOYSA-N,OC(CNC(O)=NCc1ccco1)=NN=Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H12O4/c1-7(11)6-14-10(13)8-4-2-3-5-9(8)12/h2-5,7,11-12H,6H2,1H3",CEGJMSLTYGORDN-UHFFFAOYSA-N,CC(O)COC(=O)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H9Cl2NO2/c14-11-5-4-8(6-12(11)15)13(18)16-9-2-1-3-10(17)7-9/h1-7,17H,(H,16,18)",YGDAKFDKWGPCGX-UHFFFAOYSA-N,OC(=Nc1cccc(O)c1)c1ccc(Cl)c(Cl)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H10ClNO3S/c13-9-4-6-12(7-5-9)18(16,17)14-10-2-1-3-11(15)8-10/h1-8,14-15H",LTAGGLQFGWNAHR-UHFFFAOYSA-N,O=S(=O)(Nc1cccc(O)c1)c1ccc(Cl)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H12N2OS/c1-2-6-11-10(14)12-8-4-3-5-9(13)7-8/h2-5,7,13H,1,6H2,(H2,11,12,14)",FRANMYVAZNPFQM-UHFFFAOYSA-N,C=CCN=C(S)Nc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15NO3/c1-4-7-13(9(2)14)11-6-5-10(16-3)8-12(11)15/h4-6,8,15H,1,7H2,2-3H3",LWARUYFULPWWIV-UHFFFAOYSA-N,C=CCN(C(C)=O)c1ccc(OC)cc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C9H11NO3/c1-6(11)10-8-4-3-7(13-2)5-9(8)12/h3-5,12H,1-2H3,(H,10,11)",PHOAIOPTKPVQOB-UHFFFAOYSA-N,COc1ccc(N=C(C)O)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H9NO2/c9-8(11)5-6-3-1-2-4-7(6)10/h1-4,10H,5H2,(H2,9,11)",NPEGHCREQHYERS-UHFFFAOYSA-N,N=C(O)Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H10N2O5/c1-19-9-5-6(2-3-8(9)15)4-7-10(16)13-12(18)14-11(7)17/h2-5,15H,1H3,(H2,13,14,16,17,18)",HOHGWOUABYDGBN-UHFFFAOYSA-N,COc1cc(C=C2C(O)=NC(=O)N=C2O)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C8H10N2O2/c9-10-8(12)5-6-3-1-2-4-7(6)11/h1-4,11H,5,9H2,(H,10,12)",IHJFPMLYICHHCW-UHFFFAOYSA-N,NN=C(O)Cc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H15NO3S/c1-15-11-8-9(2-3-10(11)14)12(17)13-4-6-16-7-5-13/h2-3,8,14H,4-7H2,1H3",WQYRHRAZNNRDIA-UHFFFAOYSA-N,COc1cc(C(=S)N2CCOCC2)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H13NO4/c1-3-18-13(16)10(8-14)6-9-4-5-11(15)12(7-9)17-2/h4-7,15H,3H2,1-2H3",WQWLESVDQFOXPT-UHFFFAOYSA-N,CCOC(=O)C(C#N)=Cc1ccc(O)c(OC)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H9ClO3/c14-9-5-7-10(8-6-9)17-13(16)11-3-1-2-4-12(11)15/h1-8,15H",TUYYMOBSJNEIKN-UHFFFAOYSA-N,O=C(Oc1ccc(Cl)cc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H11NO3S2/c1-6(10-11(15)13-12(17)18-10)7-3-4-8(14)9(5-7)16-2/h3-5,14H,1-2H3,(H,13,15,17)",GJNAWIXSTWSMGS-UHFFFAOYSA-N,COc1cc(C(C)=C2SC(=S)N=C2O)ccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H9F6NO/c16-14(17,18)10-5-11(15(19,20)21)7-12(6-10)22-8-9-3-1-2-4-13(9)23/h1-8,23H",MQODJDYFSNBBDJ-UHFFFAOYSA-N,Oc1ccccc1C=Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H9Cl2NO2/c14-10-6-5-8(7-11(10)15)16-13(18)9-3-1-2-4-12(9)17/h1-7,17H,(H,16,18)",XWZCOIHEGFREJR-UHFFFAOYSA-N,OC(=Nc1ccc(Cl)c(Cl)c1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H14N2O/c1-11(13-6-2-3-7-14(13)17)16-10-12-5-4-8-15-9-12/h2-9,17H,10H2,1H3",QDFCFXZCZJZGFX-UHFFFAOYSA-N,CC(=NCc1cccnc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H10N2OS/c13-9-4-2-1-3-8(9)7-12-10-11-5-6-14-10/h1-6,13H,7H2,(H,11,12)",FUVLIIWCXQIRQM-UHFFFAOYSA-N,Oc1ccccc1CNc1nccs1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C19H16O2/c20-18-14-8-7-13-17(18)19(21,15-9-3-1-4-10-15)16-11-5-2-6-12-16/h1-14,20-21H",NQEGTKPUEXVZTO-UHFFFAOYSA-N,Oc1ccccc1C(O)(c1ccccc1)c1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C15H15NO/c1-12(14-9-5-6-10-15(14)17)16-11-13-7-3-2-4-8-13/h2-10,17H,11H2,1H3",DNSDMSAATMZYNW-UHFFFAOYSA-N,CC(=NCc1ccccc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C18H21NO3/c1-13(15-6-4-5-7-16(15)20)19-11-10-14-8-9-17(21-2)18(12-14)22-3/h4-9,12,20H,10-11H2,1-3H3",DTTZPBCSBHBWMD-UHFFFAOYSA-N,COc1ccc(CCN=C(C)c2ccccc2O)cc1OC,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H13NO/c16-14-9-5-4-8-13(14)11-15-10-12-6-2-1-3-7-12/h1-9,11,16H,10H2",LPSMMAHYAIVSQW-UHFFFAOYSA-N,Oc1ccccc1C=NCc1ccccc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C12H12N2O3S/c13-9-6-7-11(12(15)8-9)14-18(16,17)10-4-2-1-3-5-10/h1-8,14-15H,13H2",WGARESHTVLAADK-UHFFFAOYSA-N,Nc1ccc(NS(=O)(=O)c2ccccc2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C11H10N2O4/c14-9-3-1-2-8(6-9)7-12-13-10(15)4-5-11(16)17/h1-7,14H,(H,13,15)(H,16,17)",KXLSJLKMENGRBS-UHFFFAOYSA-N,O=C(O)C=CC(O)=NN=Cc1cccc(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H14N2O/c1-10-5-4-8-13(15-10)14-9-11-6-2-3-7-12(11)16/h2-8,16H,9H2,1H3,(H,14,15)",AEENCSHKTVTKMV-UHFFFAOYSA-N,Cc1cccc(NCc2ccccc2O)n1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H19NO/c1-2-3-6-14-9-11-16(12-10-14)18-13-15-7-4-5-8-17(15)19/h4-5,7-13,19H,2-3,6H2,1H3",SOFZORBDWLDPNC-UHFFFAOYSA-N,CCCCc1ccc(N=Cc2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C22H18O3/c23-21-9-5-4-8-20(21)22(24)15-12-17-10-13-19(14-11-17)25-16-18-6-2-1-3-7-18/h1-15,23H,16H2",PQZKTWBQDPHGOU-UHFFFAOYSA-N,O=C(C=Cc1ccc(OCc2ccccc2)cc1)c1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C17H20O5/c1-19-16-8-4-5-9-17(16)22-13-11-20-10-12-21-15-7-3-2-6-14(15)18/h2-9,18H,10-13H2,1H3",SUASIFVDBCOKLH-UHFFFAOYSA-N,COc1ccccc1OCCOCCOc1ccccc1O,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H10N2OS/c17-12-7-3-1-5-10(12)9-15-14-16-11-6-2-4-8-13(11)18-14/h1-9,17H",QHXJLHSKVDZVOA-UHFFFAOYSA-N,Oc1ccccc1C=Nc1nc2ccccc2s1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C10H8N2OS/c13-9-4-2-1-3-8(9)7-12-10-11-5-6-14-10/h1-7,13H",JLXKDXBSISPXJW-UHFFFAOYSA-N,Oc1ccccc1C=Nc1nccs1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C13H11FN2O4S/c14-21(19,20)10-3-1-2-8(6-10)13(18)16-11-5-4-9(15)7-12(11)17/h1-7,17H,15H2,(H,16,18)",RGHWNQBLENHHHG-UHFFFAOYSA-N,Nc1ccc(N=C(O)c2cccc(S(=O)(=O)F)c2)c(O)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C14H10N2O/c15-9-11-5-7-13(8-6-11)16-10-12-3-1-2-4-14(12)17/h1-8,10,17H",MCPDIZHVMWCVAM-UHFFFAOYSA-N,N#Cc1ccc(N=Cc2ccccc2O)cc1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
"InChI=1S/C21H15NO/c23-18-9-5-8-17(13-18)22-14-21-19-10-3-1-6-15(19)12-16-7-2-4-11-20(16)21/h1-14,23H",SPMBOHYRYKWQEY-UHFFFAOYSA-N,Oc1cccc(N=Cc2c3ccccc3cc3ccccc23)c1,no_data,no_data,no_data,no_data,0.0,0.0,"Oxidative photocatalytic homo- and cross-coupling of phenols: Nonenzymatic, catalytic method for coupling tyrosine",https://doi.org/10.1021/acscatal.0c04515
